#################
# FRESCO HA emitter catalogue v1
# root: GOODS fields identifier: fresco-only-n-v2 and fresco-only-s-v2 for single-component sources; multigalaxies-GN and multigalaxies-GS for multi-component sources
# id: ID from the FRESCO grizli data reduction v7.3
# multi_ids: for multi-component galaxies, id number of each component 
# ra, dec: coordinates of the source in the F210M+F444W image from the FRESCO grizli data reduction v7.3 (also see further Weibel+2024)
# q_mean : Visual inspection quality flag, averaged over 4 inspections
# z : redshift of the HA emitter
# flux_HA, err_HA : grizli best-fit line flux and error using a fixed redshift in cgi units [erg/s/cm**2]
# Muv, Muv_err: rest-frame absolute UV magnitude [AB] and error from the fluxes of filters that lay on the rest-frame UV
# flux_det_img, flux_det_img_err: combined F444W+F210M flux and error in nJy from the FRESCO grizli data reduction v7.3. PSF-matched, aperture-corrected fluxes and errors with 5% error floor (also see further Weibel+2024 for details on the imaging data reduction)
#################
# root id multi_ids ra dec q_mean z flux_HA err_HA Muv Muv_err flux_det_img flux_det_img_err
fresco-only-s-v2 14904 - 53.14292398 -27.7980855 2.0 5.560 5.349e-18 5.422e-19 -20.238 0.065 402.183 10.745
fresco-only-s-v2 15043 - 53.13600479 -27.7984830 3.0 5.777 2.549e-18 2.463e-19 -19.449 0.059 57.364 3.492
fresco-only-s-v2 15116 - 53.14395383 -27.7989449 2.75 5.565 3.516e-18 3.050e-19 -20.139 0.056 186.805 5.278
fresco-only-s-v2 15318 - 53.10336036 -27.7997509 3.0 5.992 6.988e-18 3.038e-19 -20.141 0.072 107.233 3.486
fresco-only-s-v2 15386 - 53.11945997 -27.8000390 2.0 5.780 1.845e-18 2.269e-19 -18.708 0.037 31.742 2.361
fresco-only-s-v2 15508 - 53.08770438 -27.8004237 1.75 5.547 2.774e-18 3.041e-19 -19.299 0.109 38.354 3.294
fresco-only-s-v2 16275 - 53.13076634 -27.8039272 3.0 5.026 1.110e-17 3.327e-19 -20.901 0.054 349.719 4.449
fresco-only-s-v2 16469 - 53.07444296 -27.8048437 1.75 5.405 1.148e-17 4.913e-19 -20.307 0.076 237.424 10.690
fresco-only-s-v2 16498 - 53.07421164 -27.8049950 1.75 5.381 3.750e-18 3.892e-19 -20.675 0.029 190.108 5.890
fresco-only-s-v2 16556 - 53.11749234 -27.8052644 2.0 5.934 4.835e-18 4.282e-19 -20.920 0.054 145.270 3.999
fresco-only-s-v2 16826 - 53.10022309 -27.8066057 1.75 6.011 2.204e-18 2.884e-19 -19.758 0.062 68.315 3.964
fresco-only-s-v2 16878 - 53.13136198 -27.8068562 2.0 5.120 2.994e-18 2.490e-19 -20.009 0.023 85.284 3.325
fresco-only-s-v2 17165 - 53.06318056 -27.8080677 1.75 5.384 1.842e-18 1.990e-19 -18.980 0.040 44.115 4.134
fresco-only-s-v2 17207 - 53.17984372 -27.8082812 2.25 5.835 1.468e-18 2.074e-19 -18.233 0.149 31.013 4.285
fresco-only-s-v2 17486 - 53.15637377 -27.8096564 2.75 5.047 1.106e-18 1.648e-19 -18.435 0.030 18.129 2.639
fresco-only-s-v2 17711 - 53.1498915 -27.8107329 1.75 5.028 1.227e-18 2.021e-19 -18.957 0.032 41.556 3.486
fresco-only-s-v2 17949 - 53.15488357 -27.8115056 1.75 5.250 1.608e-18 1.934e-19 -19.718 0.041 146.186 3.642
fresco-only-s-v2 18010 - 53.1705052 -27.8124828 1.75 5.834 1.799e-18 2.757e-19 -19.138 0.086 27.997 3.196
fresco-only-s-v2 18072 - 53.1390948 -27.8127831 1.75 5.948 1.052e-18 1.837e-19 -18.274 0.226 16.388 3.559
fresco-only-s-v2 18138 - 53.08803134 -27.8132131 2.75 5.313 3.621e-18 2.820e-19 -19.761 0.029 63.027 3.653
fresco-only-s-v2 18617 - 53.07628327 -27.8155023 3.0 6.067 9.506e-18 4.345e-19 -21.143 0.054 290.823 5.675
fresco-only-s-v2 18788 - 53.17837946 -27.8163255 2.5 5.135 4.175e-18 2.813e-19 -19.697 0.025 98.367 4.217
fresco-only-s-v2 19079 - 53.15805111 -27.8180124 2.75 5.636 2.261e-18 2.008e-19 -19.580 0.060 61.463 4.423
fresco-only-s-v2 19150 - 53.06783962 -27.8185177 2.75 5.378 4.209e-18 3.106e-19 -19.844 0.049 140.083 5.721
fresco-only-s-v2 19252 - 53.12726446 -27.8191531 1.75 5.029 1.613e-18 2.064e-19 -18.678 0.027 33.227 2.942
fresco-only-s-v2 19490 - 53.10411142 -27.8204088 2.75 5.387 3.188e-18 2.356e-19 -19.247 0.095 46.128 3.436
fresco-only-s-v2 19538 - 53.09243445 -27.8207197 2.75 5.113 6.025e-18 4.660e-19 -20.221 0.042 243.102 6.795
fresco-only-s-v2 19804 - 53.11987667 -27.8220613 2.25 4.962 2.078e-18 3.337e-19 -19.793 0.033 76.305 3.100
fresco-only-s-v2 19859 - 53.10222104 -27.8223552 1.75 5.386 2.086e-18 2.612e-19 -19.460 0.049 69.114 4.220
fresco-only-s-v2 19873 - 53.18062138 -27.8223823 2.75 5.607 6.339e-18 2.956e-19 -20.678 0.042 233.016 4.456
fresco-only-s-v2 19977 - 53.12621359 -27.8228442 2.5 4.965 4.245e-18 3.380e-19 -20.724 0.041 145.568 3.429
fresco-only-s-v2 20228 - 53.12276829 -27.8238558 2.0 4.965 1.525e-18 2.629e-19 -18.616 0.112 23.868 2.579
fresco-only-s-v2 20492 - 53.16603774 -27.8239381 2.75 5.045 2.045e-18 2.318e-19 -18.901 0.029 25.884 3.169
fresco-only-s-v2 20559 - 53.19184084 -27.8249912 3.0 5.783 3.249e-18 2.348e-19 -20.554 0.032 111.590 4.283
fresco-only-s-v2 20820 - 53.14882954 -27.8262611 2.75 5.034 2.166e-18 2.011e-19 -18.347 0.084 46.887 3.811
fresco-only-s-v2 20958 - 53.1741009 -27.8268427 2.25 5.785 1.236e-18 2.240e-19 -19.418 0.077 28.197 4.061
fresco-only-s-v2 20962 - 53.06231669 -27.8268990 2.25 5.732 3.006e-18 2.683e-19 -20.028 0.042 81.816 4.773
fresco-only-s-v2 21674 - 53.10665678 -27.8283527 2.5 5.387 3.290e-18 2.017e-19 -19.634 0.061 58.259 3.805
fresco-only-s-v2 21878 - 53.16243362 -27.8305588 2.75 5.649 2.311e-18 1.999e-19 -18.040 0.120 22.715 3.509
fresco-only-s-v2 21935 - 53.06264576 -27.8308062 1.75 5.929 3.537e-18 3.516e-19 -20.472 0.056 120.766 6.120
fresco-only-s-v2 22308 - 53.10474513 -27.8322863 2.75 5.390 6.277e-18 2.595e-19 -19.956 0.070 96.719 3.757
fresco-only-s-v2 22466 - 53.19391361 -27.8329755 2.75 5.817 2.910e-18 2.408e-19 -19.864 0.103 64.249 6.039
fresco-only-s-v2 22608 - 53.11541426 -27.8334613 2.75 5.481 1.889e-18 2.636e-19 -18.823 0.249 29.685 3.040
fresco-only-s-v2 22726 - 53.18890507 -27.8335264 2.5 5.330 1.026e-18 1.478e-19 -18.594 0.179 34.628 3.884
fresco-only-s-v2 23021 - 53.14806181 -27.8349674 2.5 5.885 2.468e-18 2.224e-19 -19.351 0.096 47.428 3.669
fresco-only-s-v2 23022 - 53.06863809 -27.8349723 2.75 5.389 7.845e-18 3.672e-19 -20.649 0.035 211.676 3.966
fresco-only-s-v2 23262 - 53.18164648 -27.8358435 2.5 5.565 2.940e-18 2.907e-19 -19.179 0.162 46.313 4.133
fresco-only-s-v2 23580 - 53.14442178 -27.8370044 2.5 5.514 2.248e-18 2.639e-19 -19.275 0.239 42.259 3.476
fresco-only-s-v2 23594 - 53.14628352 -27.8345949 3.0 5.158 8.064e-18 1.987e-19 -19.676 0.040 126.684 3.572
fresco-only-s-v2 23786 - 53.18160566 -27.8378989 2.75 5.804 3.512e-18 3.564e-19 -19.687 0.099 108.508 5.223
fresco-only-s-v2 23874 - 53.11271008 -27.8382569 2.75 5.214 2.854e-18 2.690e-19 -18.471 0.130 64.109 4.030
fresco-only-s-v2 23875 - 53.19000362 -27.8382551 2.5 6.232 3.220e-18 2.968e-19 -20.013 0.100 105.534 6.664
fresco-only-s-v2 24005 - 53.07953552 -27.8387869 1.75 5.835 2.492e-18 3.627e-19 -18.676 0.056 68.974 6.338
fresco-only-s-v2 24110 - 53.06950365 -27.8393091 1.75 5.387 2.154e-18 2.478e-19 -19.880 0.049 86.479 7.365
fresco-only-s-v2 24152 - 53.10302941 -27.8395071 2.25 4.926 6.161e-18 4.816e-19 -18.225 0.226 130.904 5.761
fresco-only-s-v2 24308 - 53.10430463 -27.8402008 2.75 5.393 1.287e-17 4.287e-19 -20.861 0.054 427.476 6.589
fresco-only-s-v2 24362 - 53.08710242 -27.8404897 1.75 5.385 5.585e-18 4.253e-19 -19.558 0.066 160.522 9.161
fresco-only-s-v2 24371 - 53.08829867 -27.8404243 2.5 5.390 5.813e-18 3.171e-19 -19.259 0.040 89.773 4.308
fresco-only-s-v2 24429 - 53.11182092 -27.8406718 2.25 5.409 1.879e-18 2.589e-19 -19.039 0.074 38.898 5.083
fresco-only-s-v2 24507 - 53.17529625 -27.8411388 1.75 5.292 5.067e-18 4.869e-19 -20.570 0.087 264.176 18.709
fresco-only-s-v2 24554 - 53.10536549 -27.8391947 2.5 5.389 2.494e-18 2.013e-19 -19.213 0.044 43.369 3.687
fresco-only-s-v2 24581 - 53.10904856 -27.8391976 2.5 5.107 1.493e-18 2.043e-19 -18.775 0.041 25.253 4.492
fresco-only-s-v2 25763 - 53.10143057 -27.8467190 2.0 5.620 3.243e-18 3.115e-19 -20.754 0.094 127.661 4.448
fresco-only-s-v2 25787 - 53.13080836 -27.8468670 2.0 5.319 4.168e-18 3.616e-19 -20.119 0.058 335.910 5.318
fresco-only-s-v2 25852 - 53.07530498 -27.8470891 2.5 5.990 3.240e-18 3.246e-19 -19.414 0.060 49.836 4.712
fresco-only-s-v2 25856 - 53.13172596 -27.8471249 2.5 5.323 2.446e-18 2.870e-19 -19.968 0.023 79.631 4.508
fresco-only-s-v2 26185 - 53.06054712 -27.8483957 2.25 5.498 1.709e-18 1.591e-19 -17.953 0.340 39.832 6.042
fresco-only-s-v2 26939 - 53.18978323 -27.8522402 2.75 5.390 4.675e-18 2.564e-19 -20.104 0.054 169.527 8.608
fresco-only-s-v2 27153 - 53.13976783 -27.8534240 2.0 5.511 4.150e-18 4.769e-19 -20.346 0.068 215.353 9.643
fresco-only-s-v2 27952 - 53.15172295 -27.8570290 2.5 5.032 9.857e-19 1.160e-19 -17.919 0.115 18.466 3.905
fresco-only-s-v2 28020 - 53.17774439 -27.8574700 2.75 5.623 4.774e-18 3.907e-19 -20.133 0.037 81.179 5.665
fresco-only-s-v2 28066 - 53.15828699 -27.8576441 2.0 6.226 3.183e-18 3.764e-19 -19.801 0.085 47.318 3.200
fresco-only-s-v2 28120 - 53.19106521 -27.8578742 3.0 5.330 9.945e-18 2.649e-19 -20.526 0.078 185.856 5.559
fresco-only-s-v2 29293 - 53.1709862 -27.8630397 2.25 5.621 1.729e-18 2.576e-19 -19.168 0.441 37.783 4.358
fresco-only-s-v2 30013 - 53.14074427 -27.8659068 3.0 5.509 2.306e-18 2.363e-19 -18.998 0.153 33.690 3.453
fresco-only-s-v2 30184 - 53.12071978 -27.8666017 2.5 5.235 1.752e-18 1.701e-19 -19.394 0.390 43.419 5.606
fresco-only-s-v2 30185 - 53.120712 -27.8666677 2.25 5.115 2.390e-18 2.905e-19 -19.321 0.420 54.737 3.896
fresco-only-s-v2 30195 - 53.11872678 -27.8665734 3.0 5.384 3.986e-18 2.955e-19 -19.017 0.119 78.228 4.047
fresco-only-s-v2 30316 - 53.16332626 -27.8670445 2.75 5.540 2.597e-18 2.148e-19 -19.394 0.101 39.391 3.400
fresco-only-s-v2 31082 - 53.12340862 -27.8697741 2.0 5.395 1.450e-18 1.804e-19 -18.963 0.064 28.630 2.578
multigalaxies-GS 1000001 "[5855, 5856, 5857]" 53.13042068 -27.7570629 3.0 5.544 1.127e-17 3.500e-19 -20.666 0.064 333.133 5.296
multigalaxies-GS 1000002 "[7005, 7006]" 53.17081451 -27.7623272 2.5 5.268 2.704e-17 4.761e-19 -21.087 0.054 420.636 7.414
multigalaxies-GS 1000003 "[9382, 9383]" 53.115345 -27.7728958 3.0 5.076 4.053e-18 3.059e-19 -20.159 0.058 73.141 5.685
multigalaxies-GS 1000004 "[10539, 10540]" 53.15198517 -27.7782478 3.0 5.932 6.600e-18 4.128e-19 -21.129 0.054 284.875 8.454
multigalaxies-GS 1000005 "[10577, 10583, 10584]" 53.13002777 -27.7784100 2.0 5.560 4.231e-18 3.700e-19 -20.995 0.066 187.568 6.495
multigalaxies-GS 1000006 "[11798, 11813]" 53.12490463 -27.7841721 2.25 5.783 4.133e-18 4.273e-19 -20.645 0.065 99.203 5.026
multigalaxies-GS 1000007 "[12714, 12715]" 53.17849731 -27.7882805 3.0 5.139 5.355e-18 4.134e-19 -19.937 0.054 158.613 8.492
multigalaxies-GS 1000008 "[13165, 13166]" 53.13859558 -27.7902737 3.0 5.483 1.494e-17 4.356e-19 -20.564 0.054 352.256 5.849
multigalaxies-GS 1000009 "[14130, 14131]" 53.06942368 -27.7944984 3.0 5.785 9.120e-18 5.699e-19 -21.358 0.069 272.732 10.335
multigalaxies-GS 1000010 "[15143, 15144]" 53.13268661 -27.7990151 1.75 5.125 2.994e-18 2.449e-19 -19.428 0.054 48.237 3.749
multigalaxies-GS 1000011 "[16251, 16298]" 53.07410812 -27.8038960 3.0 5.373 1.725e-17 6.274e-19 -21.015 0.054 419.759 8.749
multigalaxies-GS 1000012 "[16340, 16341, 16385]" 53.16672897 -27.8042755 2.5 5.826 1.450e-17 4.688e-19 -21.942 0.075 617.607 10.147
multigalaxies-GS 1000013 "[16449, 16450]" 53.0748291 -27.8047981 3.0 5.378 3.208e-17 5.582e-19 -21.968 0.054 909.080 9.259
multigalaxies-GS 1000014 "[17451, 17452]" 53.15182877 -27.8095589 2.25 5.019 1.133e-17 4.200e-19 -20.166 0.054 205.820 10.631
multigalaxies-GS 1000015 "[19296, 19297]" 53.18847656 -27.8194694 2.25 5.575 5.480e-18 4.117e-19 -21.394 0.054 316.261 9.693
multigalaxies-GS 1000016 "[22558, 22559]" 53.0887146 -27.8333111 3.0 5.389 9.985e-18 5.183e-19 -21.202 0.054 370.763 8.825
multigalaxies-GS 1000017 "[23077, 23107]" 53.08069992 -27.8352509 2.5 5.395 7.611e-18 6.006e-19 -20.574 0.054 232.533 7.760
multigalaxies-GS 1000018 "[23301, 23302]" 53.14367676 -27.8359947 3.0 5.158 5.627e-18 2.955e-19 -19.732 0.115 85.553 4.262
multigalaxies-GS 1000019 "[23629, 23630]" 53.10604095 -27.8373432 2.75 5.390 8.068e-18 5.524e-19 -20.987 0.054 349.638 8.629
multigalaxies-GS 1000020 "[24178, 24179, 24180]" 53.15680695 -27.8396301 2.5 5.514 8.820e-18 3.739e-19 -21.509 0.060 386.218 8.219
multigalaxies-GS 1000021 "[24746, 24747]" 53.14764023 -27.8420505 3.0 5.402 4.690e-18 2.737e-19 -19.884 0.054 117.955 6.422
multigalaxies-GS 1000022 "[26302, 26303]" 53.18347549 -27.8490639 2.25 6.230 1.057e-17 4.588e-19 -21.400 0.054 264.937 7.960
multigalaxies-GS 1000023 "[30283, 30284]" 53.15346527 -27.8670235 3.0 5.512 1.132e-17 3.125e-19 -20.764 0.204 382.579 5.083
multigalaxies-GS 1000024 "[30425, 30426]" 53.05999374 -27.8674297 2.25 5.961 6.487e-18 3.366e-19 -20.851 0.054 165.142 10.364
